1200.06	308.5
1200.5	309.528
1200.95	315.918
1201.4	319.188
1201.85	298.932
1202.3	321.713
1202.75	321.189
1203.2	316.433
1203.64	310.111
1204.09	312.777
1204.54	304.079
1204.99	310.502
1205.44	310.6
1205.89	314.456
1206.33	307.78
1206.78	300.336
1207.23	308.073
1207.68	315.124
1208.13	312.091
1208.57	320.661
1209.02	314.093
1209.47	305.259
1209.92	309.73
1210.37	312.407
1210.82	307.204
1211.26	308.832
1211.71	308.738
1212.16	316.333
1212.61	307.887
1213.05	312.141
1213.5	320.938
1213.95	320.833
1214.4	313.483
1214.84	317.431
1215.29	311.234
1215.74	313.381
1216.19	307.495
1216.63	306.577
1217.08	318.355
1217.53	324.843
1217.98	325.961
1218.42	307.199
1218.87	314.722
1219.32	314.15
1219.77	313.422
1220.21	326.724
1220.66	303.256
1221.11	320.684
1221.55	330.878
1222	317.111
1222.45	308.308
1222.89	302.984
1223.34	308.863
1223.79	313.205
1224.24	315.314
1224.68	311.565
1225.13	307.902
1225.58	304.721
1226.02	308.34
1226.47	305.222
1226.92	321.375
1227.36	326.751
1227.81	318.341
1228.26	304.118
1228.7	322.153
1229.15	320.51
1229.6	310.891
1230.04	317.98
1230.49	314.817
1230.93	321.438
1231.38	311.834
1231.83	308.72
1232.27	316.149
1232.72	307.738
1233.17	321.129
1233.61	319.138
1234.06	325.676
1234.5	311.323
1234.95	310.389
1235.4	318.284
1235.84	321.375
1236.29	316.905
1236.74	307.609
1237.18	310.37
1237.63	316
1238.07	327.626
1238.52	324.279
1238.96	314.117
1239.41	320.074
1239.85	313.034
1240.3	317.345
1240.75	307.922
1241.19	320.184
1241.64	316.472
1242.08	322.225
1242.53	322.109
1242.98	329.296
1243.42	313.439
1243.87	301.964
1244.31	309.304
1244.75	318.47
1245.2	309.524
1245.65	323.74
1246.09	331.232
1246.54	324.321
1246.98	317.073
1247.43	321.53
1247.87	324.225
1248.32	315.962
1248.76	313.208
1249.21	322.536
1249.65	321.979
1250.1	309.436
1250.54	324.076
1250.99	311.26
1251.43	312.698
1251.88	316.743
1252.32	330.268
1252.77	312.394
1253.21	309.504
1253.66	309.779
1254.1	318.722
